,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,label
312, Focus,2019,14998,Manual,7000,Petrol,145,58.9,1.0,0.2727157014274025
313, EcoSport,2019,13998,Manual,5000,Diesel,145,68.9,1.5,0.2545322302027457
314, Kuga,2017,13898,Manual,33026,Diesel,145,60.1,2.0,0.25271388308028003
315, Fiesta,2016,11498,Manual,8560,Petrol,0,65.7,1.0,0.20907355214110374
316, Focus,2018,19698,Manual,16548,Petrol,145,41.5,2.0,0.35817801618328937
317, Focus,2017,10498,Manual,49485,Diesel,0,74.3,1.5,0.19089008091644694
318, Mondeo,2017,17498,Semi-Auto,14569,Diesel,145,53.3,2.0,0.3181743794890445
319, Kuga,2015,12498,Manual,60151,Diesel,145,54.3,2.0,0.22725702336576054
320, Focus,2017,11498,Manual,9148,Petrol,145,61.4,1.0,0.20907355214110374
321, Fiesta,2017,10998,Manual,13548,Petrol,0,65.7,1.0,0.19998181652877534
322, Mondeo,2019,22998,Automatic,7337,Hybrid,140,47.1,2.0,0.41818347122465677
323, Fiesta,2015,8498,Manual,6649,Petrol,125,54.3,1.2,0.15452313846713336
324, Focus,2017,11998,Manual,7690,Petrol,150,60.1,1.0,0.21816528775343214
325, Fiesta,2019,11898,Manual,3396,Petrol,150,48.7,1.1,0.21634694063096646
326, Fiesta,2019,11498,Manual,15766,Petrol,145,58.9,1.0,0.20907355214110374
327, Fiesta,2019,13298,Manual,7349,Petrol,145,58.9,1.0,0.24180380034548596
328, C-MAX,2016,9698,Manual,36860,Diesel,20,68.9,1.5,0.1763433039367215
329, EcoSport,2018,10498,Manual,59498,Diesel,145,68.9,1.5,0.19089008091644694
330, Kuga,2015,10998,Manual,17367,Diesel,125,60.1,2.0,0.19998181652877534
331, Fiesta,2017,9598,Manual,14403,Petrol,145,64.2,1.1,0.17452495681425584
332, Focus,2019,16998,Manual,20647,Petrol,145,60.1,1.0,0.3090826438767161
333, Fiesta,2019,13498,Manual,13351,Petrol,145,58.9,1.0,0.2454404945904173
334, Fiesta,2016,6998,Manual,34804,Petrol,125,54.3,1.2,0.1272479316301482
335, Kuga,2017,15498,Manual,38113,Diesel,125,60.1,2.0,0.2818074370397309
336, Fiesta,2018,9949,Manual,27399,Petrol,145,64.2,1.1,0.18090735521411036
337, C-MAX,2018,12998,Manual,2455,Diesel,145,68.9,1.5,0.2363487589780889
338, Edge,2016,20799,Automatic,52000,Diesel,200,47.9,2.0,0.3781980180016365
339, Mustang,2020,38489,Automatic,3500,Petrol,145,30.7,2.3,0.699863623965815
340, Fiesta,2018,9489,Manual,35417,Petrol,145,64.2,1.1,0.17254295845076825
341, Fiesta,2019,13949,Semi-Auto,11982,Petrol,145,48.7,1.0,0.25364124011273753
342, Fiesta,2018,10990,Manual,28138,Petrol,145,56.5,1.0,0.1998363487589781
343, Kuga,2017,13489,Manual,34805,Diesel,145,54.3,2.0,0.2452768433493954
344, Focus,2015,7994,Manual,64612,Diesel,20,67.3,1.6,0.14535866896990635
345, Fiesta,2018,11489,Manual,19665,Petrol,145,60.1,1.0,0.20890990090008182
346, Kuga,2018,15699,Manual,17500,Diesel,150,64.2,1.5,0.2854623147558869
347, Focus,2020,19998,Manual,4000,Diesel,145,74.3,1.5,0.3636330575506864
348, Focus,2020,19489,Manual,5000,Diesel,145,74.3,1.5,0.3543776706973361
349, Focus,2019,14998,Manual,7000,Petrol,145,58.9,1.0,0.2727157014274025
350, EcoSport,2016,9199,Manual,26445,Diesel,30,64.2,1.5,0.1672697517956178
351, C-MAX,2017,10489,Manual,26445,Diesel,20,68.9,1.5,0.19072642967542505
352, EcoSport,2018,11489,Manual,2922,Diesel,145,64.2,1.5,0.20890990090008182
353, Mustang,2018,29998,Automatic,3000,Petrol,145,28.8,2.3,0.5454677697972543
354, Mustang,2018,31498,Automatic,6250,Petrol,145,23.5,5.0,0.5727429766342395
355, Focus,2018,11999,Manual,6691,Petrol,145,61.4,1.0,0.21818347122465678
356, Grand Tourneo Connect,2018,15990,Automatic,9486,Diesel,145,56.6,1.5,0.29075370488226204
357, Focus,2019,16998,Automatic,8703,Petrol,145,40.9,1.5,0.3090826438767161
358, EcoSport,2019,15489,Manual,5636,Diesel,145,68.9,1.5,0.28164378579870897
359, S-MAX,2019,22489,Manual,8224,Diesel,145,56.5,2.0,0.40892808437130646
360, S-MAX,2019,22489,Manual,4000,Diesel,145,56.5,2.0,0.40892808437130646
361, Fiesta,2015,5998,Manual,55898,Diesel,0,78.5,1.5,0.1090644604054914
362, Focus,2017,10998,Manual,28001,Petrol,145,60.1,1.0,0.19998181652877534
363, Kuga,2014,11498,Manual,36052,Diesel,160,47.9,2.0,0.20907355214110374
364, Mustang,2016,24999,Semi-Auto,42086,Petrol,570,23.5,5.0,0.45456859714519504
365, Kuga,2017,15298,Manual,34673,Diesel,125,60.1,2.0,0.27817074279479953
366, Edge,2018,19498,Manual,22068,Diesel,145,48.7,2.0,0.354541321938358
367, Focus,2019,16998,Manual,19936,Petrol,145,60.1,1.0,0.3090826438767161
368, Grand Tourneo Connect,2017,13998,Manual,4856,Diesel,145,61.4,1.5,0.2545322302027457
369, B-MAX,2017,11298,Semi-Auto,1397,Petrol,165,44.1,1.6,0.2054368578961724
370, Focus,2017,13398,Automatic,21649,Petrol,145,46.3,1.5,0.24362214746795163
371, Focus,2017,17798,Manual,10345,Petrol,145,41.5,2.0,0.3236294208564415
372, Kuga,2018,14998,Manual,14960,Diesel,145,64.2,1.5,0.2727157014274025
373, Focus,2015,13998,Manual,35689,Petrol,205,41.5,2.0,0.2545322302027457
374, EcoSport,2017,9189,Manual,31998,Petrol,145,44.8,1.5,0.16708791708337123
375, Fiesta,2018,10399,Manual,7200,Petrol,145,65.7,1.0,0.18908991726520594
376, Edge,2017,23899,Automatic,27146,Diesel,145,47.9,2.0,0.43456677879807254
377, Fiesta,2013,5330,Manual,66937,Petrol,30,54.3,1.2,0.09691790162742067
378, EcoSport,2019,15985,Manual,5099,Petrol,145,51.4,1.0,0.2906627875261387
379, Fiesta,2015,7485,Manual,11092,Petrol,125,54.3,1.2,0.13610328211655606
380, Kuga,2019,21999,Automatic,6000,Petrol,145,29.1,1.5,0.40001818347122464
381, Fiesta,2017,10850,Manual,23634,Petrol,150,65.7,1.0,0.19729066278752613
382, Kuga,2019,23250,Semi-Auto,9931,Diesel,145,38.7,2.0,0.4227657059732703
383, Fiesta,2016,7999,Manual,22633,Petrol,0,65.7,1.0,0.14544958632602964
384, Ka+,2018,7999,Manual,9355,Petrol,145,57.7,1.2,0.14544958632602964
385, Kuga,2013,7999,Manual,78170,Diesel,200,47.9,2.0,0.14544958632602964
386, Focus,2016,9699,Manual,13480,Petrol,20,60.1,1.0,0.1763614874079462
387, Mustang,2019,39998,Automatic,5000,Petrol,145,22.6,5.0,0.7273024820438222
388, Fiesta,2017,8500,Manual,15060,Petrol,125,54.3,1.2,0.1545595054095827
389, Fiesta,2016,9998,Manual,18912,Petrol,0,65.7,1.0,0.18179834530411856
390, Focus,2019,15995,Manual,6992,Petrol,145,60.1,1.0,0.2908446222383853
391, Fiesta,2017,11495,Manual,17766,Petrol,145,65.7,1.0,0.20901900172742977
392, Fiesta,2019,14698,Manual,8725,Petrol,145,58.9,1.0,0.26726066006000543
393, Fiesta,2016,9998,Manual,6820,Petrol,0,65.7,1.0,0.18179834530411856
394, Kuga,2013,9498,Manual,29326,Diesel,200,47.9,2.0,0.17270660969179016
395, Fiesta,2017,10698,Semi-Auto,11235,Petrol,0,57.7,1.0,0.1945267751613783
396, Kuga,2016,13499,Manual,38687,Diesel,145,54.3,2.0,0.24545867806164196
397, Kuga,2017,15999,Manual,15005,Diesel,145,54.3,2.0,0.29091735612328395
398, Kuga,2017,17299,Manual,14224,Diesel,145,54.3,2.0,0.31455586871533775
399, Focus,2019,14198,Manual,20205,Petrol,150,58.9,1.0,0.2581689244476771
400, EcoSport,2016,10898,Manual,13093,Petrol,125,52.3,1.0,0.19816346940630966
401, Fiesta,2019,17298,Semi-Auto,1434,Petrol,150,48.7,1.0,0.3145376852441131
402, B-MAX,2013,5998,Semi-Auto,44582,Petrol,165,44.1,1.6,0.1090644604054914
403, Mondeo,2015,9998,Manual,55621,Diesel,30,64.2,2.0,0.18179834530411856
404, Ka+,2017,6998,Manual,21203,Petrol,30,57.7,1.2,0.1272479316301482
405, Focus,2017,16698,Manual,24498,Diesel,145,67.3,2.0,0.30362760250931903
406, Focus,2018,17298,Manual,3124,Petrol,145,60.1,1.0,0.3145376852441131
407, Kuga,2017,15498,Manual,31073,Diesel,125,60.1,2.0,0.2818074370397309
408, Kuga,2017,14298,Manual,6345,Diesel,145,54.3,2.0,0.25998727157014273
409, C-MAX,2016,9998,Manual,26138,Diesel,20,68.9,1.5,0.18179834530411856
410, Kuga,2019,22998,Manual,593,Diesel,145,47.9,2.0,0.41818347122465677
411, Focus,2018,11598,Manual,11654,Petrol,145,61.4,1.0,0.2108918992635694
412, Fiesta,2018,10498,Manual,17532,Petrol,145,65.7,1.0,0.19089008091644694
413, EcoSport,2017,8698,Manual,36124,Petrol,160,44.8,1.5,0.15815983271206474
414, Focus,2017,17498,Manual,13558,Petrol,200,41.5,2.0,0.3181743794890445
415, EcoSport,2018,12499,Manual,13000,Diesel,145,67.3,1.5,0.22727520683698518
416, Ka+,2018,9250,Manual,7812,Petrol,145,47.9,1.2,0.1681971088280753
417, Focus,2017,16250,Manual,28113,Diesel,145,67.3,2.0,0.2954814074006728
418, EcoSport,2017,9999,Manual,24130,Petrol,150,52.3,1.0,0.1818165287753432
419, Focus,2017,10999,Manual,23973,Petrol,150,60.1,1.0,0.2
420, Kuga,2019,18494,Manual,11858,Diesel,145,38.2,2.0,0.33628511682880263
421, Fiesta,2019,13489,Semi-Auto,26799,Petrol,145,48.7,1.0,0.2452768433493954
422, Fiesta,2014,6995,Manual,35084,Petrol,0,65.7,1.0,0.12719338121647422
423, Fiesta,2018,11995,Manual,12080,Petrol,150,65.7,1.0,0.21811073733975817
424, Fiesta,2017,10498,Manual,9621,Petrol,145,65.7,1.0,0.19089008091644694
425, Focus,2017,11300,Manual,13300,Petrol,145,60.1,1.0,0.20547322483862168
426, Fiesta,2018,11800,Manual,14024,Petrol,145,62.8,1.0,0.21456496045095008
427, Focus,2017,10800,Manual,17668,Petrol,145,60.1,1.0,0.1963814892262933
428, Fiesta,2016,8300,Manual,43121,Petrol,0,65.7,1.0,0.15092281116465134
429, Focus,2018,18499,Manual,14682,Petrol,145,41.5,2.0,0.3363760341849259
430, Focus,2014,6800,Manual,53500,Petrol,30,56.5,1.0,0.12364760432766615
431, Kuga,2018,17000,Manual,15513,Petrol,145,45.6,1.5,0.3091190108191654
432, Fiesta,2017,8998,Manual,16701,Diesel,0,78.5,1.5,0.16361487407946176
433, Fiesta,2014,5698,Manual,51892,Petrol,30,54.3,1.2,0.10360941903809437
434, EcoSport,2017,8998,Manual,20648,Petrol,160,44.8,1.5,0.16361487407946176
435, Kuga,2016,14998,Manual,38206,Diesel,145,54.3,2.0,0.2727157014274025
436, Kuga,2017,18500,Manual,13692,Diesel,145,54.3,2.0,0.3363942176561506
437, Kuga,2019,19298,Manual,12287,Petrol,145,39.2,1.5,0.3509046276934267
438, Kuga,2014,10798,Manual,49989,Diesel,160,47.9,2.0,0.196345122283844
439, Focus,2019,15998,Manual,12699,Petrol,145,60.1,1.0,0.2908991726520593
440, Fiesta,2015,7298,Manual,36700,Petrol,0,65.7,1.0,0.13270297299754524
441, EcoSport,2017,10298,Manual,25013,Petrol,150,53.3,1.0,0.1872533866715156
442, Fiesta,2017,10698,Manual,16505,Petrol,0,65.7,1.0,0.1945267751613783
443, Fiesta,2019,13998,Manual,5887,Petrol,145,58.9,1.0,0.2545322302027457
444, Kuga,2013,8298,Manual,63508,Diesel,145,53.3,2.0,0.15088644422220202
445, Focus,2016,8998,Manual,36087,Diesel,0,74.3,1.5,0.16361487407946176
446, C-MAX,2016,11298,Manual,11117,Petrol,30,55.4,1.0,0.2054368578961724
447, Grand C-MAX,2016,10498,Manual,17197,Diesel,30,64.2,1.5,0.19089008091644694
448, Kuga,2013,8995,Manual,54000,Diesel,145,53.3,2.0,0.1635603236657878
449, Fiesta,2015,7895,Manual,27541,Petrol,0,65.7,1.0,0.14355850531866535
450, Focus,2018,18390,Manual,14682,Petrol,145,41.5,2.0,0.33439403582143834
451, Ka+,2018,7795,Manual,9662,Petrol,145,57.7,1.2,0.14174015819619964
452, Focus,2017,10795,Manual,22727,Petrol,20,60.1,1.0,0.19629057187017002
453, Focus,2019,18298,Automatic,6269,Diesel,145,74.3,1.5,0.3327211564687699
454, B-MAX,2015,7698,Manual,9708,Diesel,20,70.6,1.6,0.13997636148740794
455, Kuga,2017,17698,Manual,18075,Diesel,145,54.3,2.0,0.3218110737339758
456, Kuga,2017,16998,Manual,24885,Diesel,145,54.3,2.0,0.3090826438767161
457, C-MAX,2018,12698,Manual,3074,Petrol,145,55.4,1.0,0.23089371761069188
458, Fiesta,2016,10698,Manual,22141,Diesel,0,78.5,1.5,0.1945267751613783
459, Kuga,2013,9998,Semi-Auto,43938,Diesel,205,45.6,2.0,0.18179834530411856
460, Kuga,2017,14498,Manual,6038,Diesel,150,54.3,2.0,0.2636239658150741
461, Fiesta,2017,8998,Manual,20277,Petrol,0,65.7,1.0,0.16361487407946176
462, C-MAX,2017,11998,Manual,15297,Diesel,20,68.9,1.5,0.21816528775343214
463, Focus,2019,14000,Manual,11426,Petrol,150,58.9,1.0,0.25456859714519503
464, EcoSport,2019,16250,Manual,2951,Petrol,150,52.3,1.0,0.2954814074006728
465, Fiesta,2017,9700,Manual,28186,Petrol,0,65.7,1.0,0.17637967087917084
466, Kuga,2013,9998,Manual,38629,Petrol,200,42.8,1.6,0.18179834530411856
467, Grand C-MAX,2017,10998,Manual,14161,Diesel,30,64.2,1.5,0.19998181652877534
468, Galaxy,2016,15498,Manual,27716,Diesel,125,56.5,2.0,0.2818074370397309
469, B-MAX,2013,5489,Manual,41144,Diesel,20,68.9,1.5,0.09980907355214111
470, Kuga,2019,18999,Manual,9695,Diesel,145,54.3,1.5,0.3454677697972543
471, Fiesta,2016,8449,Manual,79125,Petrol,145,47.9,1.6,0.1536321483771252
472, C-MAX,2016,8699,Manual,46040,Diesel,30,61.4,1.6,0.1581780161832894
473, C-MAX,2017,10489,Manual,37972,Diesel,20,68.9,1.5,0.19072642967542505
474, Kuga,2017,12489,Manual,36394,Diesel,145,64.2,1.5,0.22709337212473862
475, Kuga,2017,13698,Manual,78636,Diesel,145,64.2,1.5,0.24907718883534866
476, Focus,2018,18498,Manual,21167,Diesel,145,67.3,2.0,0.3363578507137012
477, B-MAX,2015,7298,Manual,36140,Diesel,0,74.4,1.5,0.13270297299754524
478, Focus,2017,9998,Manual,13861,Petrol,145,60.1,1.0,0.18179834530411856
479, Kuga,2017,17498,Manual,22439,Diesel,145,54.3,2.0,0.3181743794890445
480, S-MAX,2017,18999,Manual,42500,Diesel,125,51.4,2.0,0.3454677697972543
481, EcoSport,2017,9489,Manual,29500,Petrol,145,52.3,1.0,0.17254295845076825
482, Edge,2017,20994,Automatic,41000,Diesel,145,48.7,2.0,0.3817437948904446
483, C-MAX,2018,11998,Manual,6484,Diesel,145,68.9,1.5,0.21816528775343214
484, Fiesta,2014,6250,Manual,39223,Petrol,30,54.3,1.2,0.11364669515410492
485, Fiesta,2014,5950,Manual,64327,Diesel,0,76.4,1.5,0.10819165378670788
486, Focus,2017,10900,Manual,13338,Diesel,0,74.3,1.5,0.19819983634875898
487, Focus,2017,11200,Manual,15121,Petrol,20,58.9,1.0,0.203654877716156
488, Focus,2017,9250,Manual,38541,Petrol,20,60.1,1.0,0.1681971088280753
489, Fiesta,2018,10300,Manual,9542,Petrol,145,65.7,1.0,0.1872897536139649
490, C-MAX,2019,13000,Manual,3629,Petrol,145,49.6,1.0,0.23638512592053823
491, Focus,2016,7000,Manual,82616,Diesel,0,74.3,1.5,0.12728429857259752
492, Fiesta,2015,9200,Manual,21261,Petrol,0,65.7,1.0,0.16728793526684244
493, S-MAX,2019,24995,Manual,10023,Diesel,150,54.3,2.0,0.4544958632602964
494, Fiesta,2016,8298,Manual,22919,Petrol,0,65.7,1.0,0.15088644422220202
495, C-MAX,2017,9298,Manual,41697,Diesel,20,68.9,1.5,0.16906991544685882
496, Focus,2019,16698,Manual,18697,Petrol,145,60.1,1.0,0.30362760250931903
497, Focus,2019,23698,Manual,5003,Diesel,145,70.6,2.0,0.4309119010819165
498, Focus,2019,20398,Manual,6233,Diesel,145,74.3,1.5,0.3709064460405491
499, Fiesta,2016,9698,Manual,19884,Petrol,0,65.7,1.0,0.1763433039367215
500, Kuga,2018,17998,Manual,13734,Petrol,145,39.2,1.5,0.3272661151013729
501, Fiesta,2019,13698,Manual,12232,Petrol,145,58.9,1.0,0.24907718883534866
502, Focus,2016,9998,Manual,21243,Petrol,20,60.1,1.0,0.18179834530411856
503, Fiesta,2016,7298,Manual,31107,Petrol,125,54.3,1.2,0.13270297299754524
504, Focus,2013,5698,Manual,64292,Diesel,20,67.3,1.6,0.10360941903809437
505, Kuga,2014,8998,Manual,68055,Diesel,150,53.3,2.0,0.16361487407946176
506, Fiesta,2018,12998,Manual,23200,Petrol,150,65.7,1.0,0.2363487589780889
507, Mondeo,2016,12498,Manual,25800,Diesel,30,64.2,2.0,0.22725702336576054
508, Tourneo Custom,2019,20990,Manual,5100,Diesel,145,31.7,2.0,0.381671061005546
509, Tourneo Custom,2019,29999,Manual,100,Diesel,145,30.1,2.0,0.5454859532684789
510, EcoSport,2019,15489,Manual,5636,Diesel,145,68.9,1.5,0.28164378579870897
511, Focus,2019,15998,Manual,4500,Diesel,145,80.7,1.5,0.2908991726520593
512, Grand Tourneo Connect,2019,19999,Manual,3500,Diesel,145,61.4,1.5,0.3636512410219111
513, Focus,2016,8489,Manual,61379,Diesel,0,74.3,1.5,0.15435948722611145
514, Fiesta,2018,9490,Manual,3012,Petrol,145,55.4,1.1,0.1725611419219929
515, Focus,2017,12490,Manual,11292,Petrol,125,51.4,1.5,0.22711155559596327
516, Ka+,2017,6490,Manual,19285,Petrol,150,57.7,1.2,0.11801072824802254
517, Focus,2016,14790,Manual,33352,Petrol,205,41.5,2.0,0.2689335394126739
518, Focus,2017,12498,Manual,17998,Diesel,0,74.3,1.5,0.22725702336576054
519, Focus,2018,18998,Manual,11578,Diesel,150,67.3,2.0,0.3454495863260296
520, Focus,2015,9598,Manual,29577,Diesel,20,67.3,1.6,0.17452495681425584
521, Focus,2017,10498,Manual,27704,Diesel,145,74.3,1.5,0.19089008091644694
522, Fiesta,2015,7998,Manual,19001,Petrol,125,54.3,1.2,0.145431402854805
523, Grand C-MAX,2016,9998,Manual,39460,Diesel,30,64.2,1.5,0.18179834530411856
524, Focus,2019,16250,Manual,13325,Diesel,145,74.3,1.5,0.2954814074006728
525, Focus,2019,18450,Automatic,14464,Diesel,145,54.3,1.5,0.3354850440949177
526, Focus,2018,9950,Manual,19223,Petrol,145,61.4,1.0,0.18092553868533504
527, Ka+,2019,9950,Manual,906,Petrol,145,43.5,1.2,0.18092553868533504
528, Ka+,2019,9950,Manual,2520,Petrol,145,43.5,1.2,0.18092553868533504
529, Ka+,2019,9950,Manual,1196,Petrol,145,43.5,1.2,0.18092553868533504
530, Fiesta,2015,8498,Manual,19429,Petrol,0,65.7,1.0,0.15452313846713336
531, B-MAX,2014,5998,Manual,69078,Petrol,30,57.7,1.0,0.1090644604054914
532, EcoSport,2017,9998,Manual,37560,Petrol,145,53.3,1.0,0.18179834530411856
533, Focus,2016,9998,Manual,3155,Petrol,20,61.4,1.0,0.18179834530411856
534, Focus,2019,16998,Manual,14206,Petrol,150,60.1,1.0,0.3090826438767161
535, Focus,2017,16998,Automatic,30393,Diesel,145,61.4,2.0,0.3090826438767161
536, Kuga,2014,11198,Manual,41711,Diesel,145,53.3,2.0,0.2036185107737067
537, Focus,2019,14498,Manual,14316,Diesel,150,80.7,1.5,0.2636239658150741
538, Fiesta,2016,7998,Manual,21456,Petrol,125,54.3,1.2,0.145431402854805
539, Fiesta,2016,9998,Manual,20682,Petrol,0,65.7,1.0,0.18179834530411856
540, Focus,2019,17998,Manual,12027,Diesel,145,74.3,1.5,0.3272661151013729
541, B-MAX,2014,6498,Manual,36727,Diesel,20,70.6,1.6,0.1181561960178198
542, Kuga,2019,19998,Automatic,8757,Petrol,145,28.8,1.5,0.3636330575506864
543, EcoSport,2016,8698,Manual,28670,Diesel,30,64.2,1.5,0.15815983271206474
544, Fiesta,2017,10698,Manual,21041,Diesel,0,78.5,1.5,0.1945267751613783
545, EcoSport,2018,13698,Manual,4223,Petrol,145,54.3,1.0,0.24907718883534866
546, Fiesta,2019,13498,Manual,9007,Petrol,145,58.9,1.0,0.2454404945904173
547, Fiesta,2016,8498,Manual,11457,Petrol,125,54.3,1.2,0.15452313846713336
548, Fiesta,2014,6298,Manual,39944,Petrol,30,54.3,1.2,0.11451950177288844
549, Fiesta,2019,11698,Manual,3578,Petrol,150,48.7,1.1,0.21271024638603508
550, Kuga,2017,13998,Manual,21167,Diesel,150,54.3,2.0,0.2545322302027457
551, Fiesta,2016,8498,Semi-Auto,31976,Petrol,145,47.9,1.6,0.15452313846713336
552, Focus,2018,13998,Manual,10149,Petrol,145,57.7,1.0,0.2545322302027457
553, S-MAX,2016,14498,Manual,50364,Diesel,125,56.5,2.0,0.2636239658150741
554, Fiesta,2018,11950,Manual,16678,Petrol,145,58.9,1.0,0.2172924811346486
555, Fiesta,2019,11395,Manual,1394,Petrol,145,55.4,1.1,0.2072006546049641
556, Grand Tourneo Connect,2018,15990,Automatic,9486,Diesel,145,56.6,1.5,0.29075370488226204
557, Fiesta,2018,10990,Manual,28138,Petrol,145,56.5,1.0,0.1998363487589781
558, Kuga,2019,18489,Manual,10351,Diesel,145,54.3,1.5,0.3361941994726793
559, EcoSport,2017,9489,Manual,29500,Petrol,145,52.3,1.0,0.17254295845076825
560, Fiesta,2017,9795,Manual,4162,Diesel,0,78.5,1.5,0.17810710064551322
561, Kuga,2017,15995,Manual,23237,Diesel,125,60.1,2.0,0.2908446222383853
562, Kuga,2019,18495,Manual,7959,Diesel,145,38.2,2.0,0.33630330030002725
563, Focus,2018,11995,Manual,10553,Diesel,145,74.3,1.5,0.21811073733975817
564, Fiesta,2018,9998,Manual,23112,Petrol,145,65.7,1.0,0.18179834530411856
565, Fiesta,2019,14998,Manual,7953,Petrol,145,60.1,1.0,0.2727157014274025
566, Fiesta,2015,8000,Manual,14422,Petrol,125,54.3,1.2,0.1454677697972543
567, Focus,2017,18498,Semi-Auto,21183,Diesel,145,61.4,2.0,0.3363578507137012
568, Fiesta,2016,7998,Manual,21446,Petrol,125,54.3,1.2,0.145431402854805
569, Fiesta,2019,12498,Manual,7941,Petrol,145,58.9,1.0,0.22725702336576054
570, Focus,2016,8498,Manual,45256,Petrol,20,60.1,1.0,0.15452313846713336
571, Fiesta,2013,5298,Manual,54545,Petrol,0,65.7,1.0,0.09633603054823166
572, Focus,2017,9998,Manual,28761,Petrol,20,60.1,1.0,0.18179834530411856
573, C-MAX,2014,7498,Manual,31343,Petrol,30,55.4,1.0,0.1363396672424766
574, Kuga,2017,15998,Manual,24896,Diesel,125,60.1,2.0,0.2908991726520593
575, Focus,2017,16998,Manual,45854,Petrol,150,41.5,2.0,0.3090826438767161
576, Fiesta,2017,8698,Manual,18775,Petrol,125,54.3,1.2,0.15815983271206474
577, Focus,2019,15998,Manual,10386,Petrol,145,49.6,1.0,0.2908991726520593
578, Fiesta,2017,8998,Manual,20507,Petrol,125,54.3,1.2,0.16361487407946176
579, Focus,2017,9998,Semi-Auto,32384,Petrol,125,51.4,1.0,0.18179834530411856
580, Fiesta,2019,10698,Manual,10786,Petrol,145,55.4,1.1,0.1945267751613783
581, Kuga,2020,20450,Manual,1196,Diesel,150,38.2,2.0,0.3718519865442313
582, C-MAX,2017,11495,Manual,39254,Diesel,150,68.9,1.5,0.20901900172742977
583, C-MAX,2017,9750,Manual,30157,Diesel,20,68.9,1.5,0.1772888444404037
584, Kuga,2019,18495,Manual,11859,Diesel,145,54.3,1.5,0.33630330030002725
585, Grand C-MAX,2019,14950,Manual,9693,Diesel,145,57.7,1.5,0.27184289480861895
586, Kuga,2018,17295,Manual,11723,Diesel,145,64.2,1.5,0.3144831348304391
587, Focus,2019,16250,Manual,11027,Diesel,145,74.3,1.5,0.2954814074006728
588, KA,2015,4998,Manual,28322,Petrol,30,57.7,1.2,0.09088098918083462
589, Fiesta,2017,8698,Manual,23833,Petrol,0,65.7,1.0,0.15815983271206474
590, Fiesta,2017,11298,Manual,13775,Petrol,145,65.7,1.0,0.2054368578961724
591, Focus,2017,10898,Manual,14050,Petrol,145,60.1,1.0,0.19816346940630966
592, Kuga,2014,11698,Manual,34088,Diesel,160,47.9,2.0,0.21271024638603508
593, B-MAX,2014,5998,Manual,52565,Petrol,30,55.4,1.0,0.1090644604054914
594, Fiesta,2017,9998,Semi-Auto,16517,Petrol,145,47.9,1.6,0.18179834530411856
595, Tourneo Connect,2019,19998,Manual,4605,Diesel,145,61.4,1.5,0.3636330575506864
596, Focus,2019,14998,Manual,12078,Petrol,145,58.9,1.0,0.2727157014274025
597, Grand C-MAX,2014,6998,Manual,45460,Diesel,125,60.1,1.6,0.1272479316301482
598, EcoSport,2016,10498,Semi-Auto,24963,Petrol,160,44.8,1.5,0.19089008091644694
599, Focus,2015,12298,Manual,51103,Petrol,240,39.2,2.0,0.22362032912082916
600, Kuga,2015,9498,Manual,63863,Diesel,145,54.3,2.0,0.17270660969179016
601, Kuga,2016,11990,Semi-Auto,55145,Diesel,145,52.3,2.0,0.21801981998363487
602, Fiesta,2017,7490,Manual,28842,Petrol,0,65.7,1.0,0.13619419947267933
603, Fiesta,2019,13698,Manual,11060,Petrol,145,58.9,1.0,0.24907718883534866
604, Focus,2017,10498,Manual,39539,Petrol,20,60.1,1.0,0.19089008091644694
