,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,label
10596, Fiesta,2018,11495,Manual,12700,Petrol,150,56.5,1.0,0.20901900172742977
10597, Ka+,2019,11295,Manual,1850,Petrol,145,43.5,1.2,0.20538230748249842
10598, Fiesta,2017,10491,Manual,8679,Petrol,145,65.7,1.0,0.19076279661787435
10599, Kuga,2017,16000,Automatic,21467,Petrol,145,38.2,1.5,0.2909355395945086
10600, Edge,2017,15700,Manual,62124,Diesel,160,48.7,2.0,0.2854804982271116
10601, Grand C-MAX,2017,11180,Manual,30519,Petrol,30,54.3,1.0,0.2032912082916629
10602, Ka+,2017,7500,Manual,30668,Petrol,150,57.7,1.2,0.13637603418492592
10603, Fiesta,2017,10500,Manual,10147,Petrol,150,62.8,1.0,0.19092644785889626
10604, Fiesta,2018,13300,Manual,5687,Petrol,150,62.8,1.0,0.24184016728793525
10605, Fiesta,2018,12500,Manual,4583,Petrol,150,65.7,1.0,0.22729339030820983
10606, Fiesta,2016,8000,Manual,18455,Petrol,125,54.3,1.2,0.1454677697972543
10607, Fiesta,2019,14000,Manual,10114,Petrol,145,58.9,1.0,0.25456859714519503
10608, Fiesta,2017,9279,Manual,14576,Petrol,145,65.7,1.0,0.16872442949359032
10609, Fiesta,2018,11679,Manual,16906,Petrol,145,65.7,1.0,0.2123647604327666
10610, Ka+,2019,9675,Manual,3850,Petrol,145,47.9,1.2,0.17592508409855442
10611, Ka+,2019,9279,Manual,9266,Petrol,145,47.9,1.2,0.16872442949359032
10612, Fiesta,2018,17479,Manual,15121,Petrol,145,40.3,1.5,0.317828893535776
10613, Fiesta,2018,9750,Manual,9768,Petrol,145,64.2,1.1,0.1772888444404037
10614, Mustang,2020,33979,Manual,613,Petrol,145,31.4,2.3,0.617856168742613
10615, Fiesta,2018,10679,Manual,21085,Petrol,145,65.7,1.0,0.19418128920810984
10616, Fiesta,2018,9679,Manual,10125,Petrol,145,65.7,1.0,0.17599781798345304
10617, Fiesta,2019,15479,Semi-Auto,3280,Petrol,145,48.7,1.0,0.2814619510864624
10618, Fiesta,2018,13970,Manual,9141,Petrol,145,62.8,1.0,0.2540230930084553
10619, Focus,2018,18277,Manual,18646,Diesel,145,67.3,2.0,0.3323393035730521
10620, Fiesta,2018,10490,Manual,14133,Petrol,145,65.7,1.0,0.1907446131466497
10621, Kuga,2019,19470,Manual,13522,Diesel,145,47.9,2.0,0.35403218474406767
10622, Focus,2019,15520,Manual,6754,Petrol,145,60.1,1.0,0.28220747340667335
10623, Focus,2019,15540,Manual,11881,Petrol,145,60.1,1.0,0.28257114283116647
10624, Fiesta,2018,11500,Manual,17250,Petrol,150,65.7,1.0,0.20910991908355306
10625, Fiesta,2018,13000,Manual,11887,Petrol,145,58.9,1.0,0.23638512592053823
10626, Fiesta,2019,18000,Manual,4895,Petrol,145,40.3,1.5,0.3273024820438222
10627, Fiesta,2017,9800,Manual,6555,Petrol,145,64.2,1.1,0.1781980180016365
10628, S-MAX,2017,17800,Manual,27547,Diesel,145,56.5,2.0,0.3236657877988908
10629, Fiesta,2018,12000,Manual,10097,Petrol,145,65.7,1.0,0.21820165469588143
10630, Galaxy,2017,18000,Manual,43155,Diesel,125,56.5,2.0,0.3273024820438222
10631, Fiesta,2017,10000,Manual,16956,Petrol,150,65.7,1.0,0.18183471224656786
10632, EcoSport,2018,13000,Manual,29357,Petrol,150,54.3,1.0,0.23638512592053823
10633, Focus,2017,10800,Manual,40988,Diesel,145,74.3,1.5,0.1963814892262933
10634, EcoSport,2018,16500,Semi-Auto,3214,Petrol,150,45.6,1.0,0.300027275206837
10635, Fiesta,2018,10980,Manual,11083,Petrol,145,65.7,1.0,0.1996545140467315
10636, Galaxy,2016,17495,Manual,37000,Diesel,125,56.5,2.0,0.3181198290753705
10637, Fiesta,2019,16500,Manual,4578,Petrol,145,58.9,1.0,0.300027275206837
10638, Ka+,2018,9500,Manual,4795,Petrol,145,47.9,1.2,0.1727429766342395
10639, B-MAX,2018,9000,Manual,31894,Petrol,145,55.4,1.0,0.1636512410219111
10640, S-MAX,2017,18800,Semi-Auto,22254,Diesel,150,52.3,2.0,0.34184925902354757
10641, Fiesta,2019,14995,Automatic,8342,Petrol,145,48.7,1.0,0.2726611510137285
10642, EcoSport,2019,16495,Manual,3031,Petrol,145,53.3,1.0,0.2999363578507137
10643, Fiesta,2018,11495,Manual,19709,Petrol,145,65.7,1.0,0.20901900172742977
10644, Grand C-MAX,2016,11995,Manual,19000,Petrol,30,54.3,1.0,0.21811073733975817
10645, Fiesta,2017,12979,Manual,12518,Petrol,145,47.9,1.6,0.23600327302482044
10646, Focus,2016,16479,Manual,24547,Petrol,200,41.5,2.0,0.2996454223111192
10647, Galaxy,2019,24479,Semi-Auto,9770,Diesel,145,54.3,2.0,0.44511319210837347
10648, Galaxy,2017,18979,Manual,36947,Diesel,125,56.5,2.0,0.3451041003727612
10649, Fiesta,2013,7495,Manual,8603,Petrol,30,54.3,1.2,0.13628511682880262
10650, Fiesta,2018,10495,Manual,10964,Petrol,145,65.7,1.0,0.190835530502773
10651, Focus,2017,10595,Manual,27500,Petrol,150,61.4,1.0,0.19265387762523867
10652, Focus,2017,11995,Manual,11500,Petrol,20,61.4,1.0,0.21811073733975817
10653, B-MAX,2017,11495,Manual,937,Petrol,145,47.1,1.4,0.20901900172742977
10654, Kuga,2017,14795,Manual,6688,Petrol,145,45.6,1.5,0.26902445676879716
10655, Focus,2016,10795,Manual,15047,Petrol,20,60.1,1.0,0.19629057187017002
10656, EcoSport,2016,11595,Automatic,18147,Petrol,160,44.8,1.5,0.21083734884989544
10657, Focus,2019,14995,Manual,843,Petrol,145,60.1,1.0,0.2726611510137285
10658, Kuga,2019,19995,Manual,2100,Petrol,145,39.2,1.5,0.36357850713701245
10659, Kuga,2019,19000,Manual,19874,Diesel,145,60.1,2.0,0.345485953268479
10660, Mondeo,2019,27000,Automatic,18457,Diesel,145,48.7,2.0,0.49095372306573326
10661, Kuga,2017,12000,Manual,45267,Diesel,145,54.3,2.0,0.21820165469588143
10662, Fiesta,2018,9500,Manual,14562,Petrol,145,55.4,1.1,0.1727429766342395
10663, Fiesta,2018,12000,Semi-Auto,13378,Petrol,145,54.3,1.0,0.21820165469588143
10664, EcoSport,2019,17500,Automatic,1001,Petrol,145,45.6,1.0,0.3182107464314938
10665, Fiesta,2017,9300,Manual,9918,Petrol,0,65.7,1.0,0.1691062823893081
10666, Fiesta,2018,12000,Manual,9553,Petrol,145,65.7,1.0,0.21820165469588143
10667, Fiesta,2018,10500,Manual,13427,Petrol,145,65.7,1.0,0.19092644785889626
10668, Focus,2017,11900,Semi-Auto,18396,Petrol,125,51.4,1.0,0.21638330757341576
10669, Fiesta,2018,12000,Manual,7526,Petrol,145,65.7,1.0,0.21820165469588143
10670, Mustang,2019,40000,Manual,813,Petrol,145,22.8,5.0,0.7273388489862714
10671, Puma,2020,25000,Manual,2396,Petrol,145,49.6,1.0,0.45458678061641966
10672, Fiesta,2018,13100,Manual,3874,Petrol,145,65.7,1.0,0.2382034730430039
10673, Fiesta,2016,8000,Manual,23944,Petrol,125,54.3,1.2,0.1454677697972543
10674, Kuga,2018,16595,Automatic,11421,Petrol,145,38.2,1.5,0.30175470497317936
10675, Fiesta,2019,14000,Manual,11213,Petrol,145,58.9,1.0,0.25456859714519503
10676, Fiesta,2018,10500,Manual,10995,Petrol,145,65.7,1.0,0.19092644785889626
10677, Ka+,2018,7600,Manual,22199,Petrol,145,57.7,1.2,0.1381943813073916
10678, Edge,2019,30000,Automatic,21457,Diesel,145,37.2,2.0,0.5455041367397037
10679, Focus,2017,17979,Manual,22239,Petrol,145,41.5,2.0,0.3269206291481044
10680, Kuga,2017,14679,Manual,29210,Petrol,160,45.6,1.5,0.266915174106737
10681, Grand C-MAX,2017,11179,Manual,37306,Petrol,30,54.3,1.0,0.20327302482043821
10682, Kuga,2013,9479,Manual,35537,Diesel,145,53.3,2.0,0.1723611237385217
10683, Galaxy,2016,19279,Manual,24696,Petrol,160,43.5,1.5,0.3505591417401582
10684, Focus,2017,10479,Manual,33446,Diesel,145,74.3,1.5,0.19054459496317847
10685, Kuga,2018,13990,Manual,44000,Diesel,145,54.3,2.0,0.25438676243294844
10686, Focus,2018,13000,Manual,16853,Diesel,145,74.3,1.5,0.23638512592053823
10687, Fiesta,2017,8990,Manual,14461,Petrol,125,54.3,1.2,0.16346940630966453
10688, Kuga,2017,12990,Manual,47235,Diesel,150,60.1,2.0,0.23620329120829167
10689, Kuga,2016,14795,Manual,6003,Diesel,125,60.1,2.0,0.26902445676879716
10690, EcoSport,2019,17495,Manual,499,Petrol,145,51.4,1.0,0.3181198290753705
10691, EcoSport,2017,10495,Manual,16457,Petrol,125,52.3,1.0,0.190835530502773
10692, EcoSport,2017,9495,Manual,48899,Petrol,125,52.3,1.0,0.1726520592781162
10693, Fiesta,2018,10495,Manual,7642,Petrol,145,65.7,1.0,0.190835530502773
10694, Focus,2017,14495,Manual,9814,Petrol,145,51.4,1.5,0.2635694154014001
10695, C-MAX,2017,10495,Manual,11264,Petrol,145,55.4,1.0,0.190835530502773
10696, Mondeo,2017,14750,Manual,12078,Diesel,30,64.2,2.0,0.2682062005636876
10697, Focus,2017,10795,Manual,20418,Petrol,145,60.1,1.0,0.19629057187017002
10698, Focus,2019,15990,Manual,8000,Petrol,150,60.1,1.0,0.29075370488226204
10699, EcoSport,2018,13250,Manual,16581,Petrol,150,54.3,1.0,0.24093099372670243
10700, EcoSport,2018,14750,Manual,5823,Petrol,150,53.3,1.0,0.2682062005636876
10701, Puma,2019,22000,Manual,309,Petrol,145,50.4,1.0,0.4000363669424493
10702, Fiesta,2019,21750,Manual,3417,Petrol,145,40.3,1.5,0.3954904991362851
10703, Kuga,2019,24990,Manual,3533,Petrol,145,35.3,1.5,0.45440494590417313
10704, Fiesta,2013,5999,Manual,72551,Petrol,0,65.7,1.0,0.10908264387671607
10705, Kuga,2018,16999,Automatic,37933,Diesel,145,54.3,2.0,0.3091008273479407
10706, Galaxy,2017,18999,Manual,37881,Diesel,125,56.5,2.0,0.3454677697972543
10707, Fiesta,2017,10499,Manual,12295,Petrol,0,65.7,1.0,0.1909082643876716
10708, Fiesta,2016,9699,Manual,15323,Petrol,0,65.7,1.0,0.1763614874079462
10709, B-MAX,2016,8490,Semi-Auto,29600,Petrol,160,44.1,1.6,0.15437767069733613
10710, Fiesta,2015,10990,Manual,30000,Petrol,145,47.9,1.6,0.1998363487589781
10711, C-MAX,2017,11990,Manual,11100,Petrol,30,55.4,1.0,0.21801981998363487
10712, Galaxy,2019,24999,Manual,16448,Diesel,145,55.4,2.0,0.45456859714519504
10713, Fiesta,2018,13995,Manual,7000,Petrol,145,58.9,1.0,0.2544776797890717
10714, Focus,2019,15995,Manual,12200,Petrol,145,60.1,1.0,0.2908446222383853
10715, Focus,2018,15690,Manual,10500,Petrol,145,60.1,1.0,0.285298663514865
10716, Focus,2019,17990,Automatic,9800,Petrol,145,41.5,1.0,0.3271206473315756
10717, Fiesta,2016,8495,Manual,29490,Petrol,0,65.7,1.0,0.1544685880534594
10718, Fiesta,2016,9500,Manual,18735,Petrol,20,62.8,1.0,0.1727429766342395
10719, Fiesta,2017,9950,Manual,21996,Petrol,150,65.7,1.0,0.18092553868533504
10720, Focus,2017,16950,Manual,26140,Petrol,145,41.5,2.0,0.30820983725793255
10721, Focus,2017,12000,Manual,16790,Diesel,145,74.3,1.5,0.21820165469588143
10722, Kuga,2018,18995,Automatic,16000,Petrol,145,38.2,1.5,0.34539503591235565
10723, EcoSport,2016,8495,Manual,40000,Diesel,30,64.2,1.5,0.1544685880534594
10724, Focus,2018,12500,Manual,22494,Petrol,150,60.1,1.0,0.22729339030820983
10725, Fiesta,2018,9990,Manual,15018,Petrol,150,64.2,1.1,0.1816528775343213
10726, Focus,2019,15990,Manual,8933,Petrol,150,60.1,1.0,0.29075370488226204
10727, Kuga,2018,20000,Manual,12787,Diesel,150,47.9,2.0,0.3636694244931357
10728, B-MAX,2017,10990,Semi-Auto,7939,Petrol,150,44.1,1.6,0.1998363487589781
10729, Fiesta,2018,11000,Manual,7724,Petrol,145,65.7,1.0,0.20001818347122466
10730, Focus,2017,10990,Manual,21647,Petrol,145,60.1,1.0,0.1998363487589781
10731, Focus,2019,19320,Automatic,15052,Diesel,150,64.2,2.0,0.35130466406036914
10732, Fiesta,2017,8200,Manual,10396,Petrol,145,54.3,1.2,0.14910446404218566
10733, Fiesta,2018,11990,Manual,6074,Petrol,145,65.7,1.0,0.21801981998363487
10734, Fiesta,2018,14495,Automatic,3000,Petrol,145,54.3,1.0,0.2635694154014001
10735, Tourneo Custom,2019,29890,Manual,6500,Diesel,145,31.7,2.0,0.5435039549049914
10736, Mustang,2019,40495,Automatic,2000,Petrol,145,22.1,5.0,0.7363396672424766
10737, Focus,2019,26490,Manual,4000,Petrol,145,34.5,2.3,0.4816801527411583
10738, Kuga,2018,16495,Manual,8000,Petrol,145,45.6,1.5,0.2999363578507137
10739, Focus,2018,19490,Manual,3000,Petrol,145,51.4,1.5,0.3543958541685608
10740, Focus,2018,18995,Automatic,7000,Diesel,145,74.3,1.5,0.34539503591235565
10741, Focus,2018,16195,Automatic,440,Petrol,145,50.4,1.0,0.29448131648331666
10742, Focus,2019,15995,Manual,12200,Petrol,145,58.9,1.0,0.2908446222383853
10743, Focus,2018,14699,Manual,15937,Diesel,145,80.7,1.5,0.2672788435312301
10744, Focus,2016,14499,Manual,40953,Diesel,20,67.3,2.0,0.26364214928629875
10745, Fiesta,2018,9999,Manual,30472,Diesel,145,85.6,1.5,0.1818165287753432
10746, Focus,2017,11699,Manual,11526,Petrol,20,60.1,1.0,0.21272842985725976
10747, Mondeo,2019,19999,Manual,10281,Diesel,145,51.4,2.0,0.3636512410219111
10748, Fiesta,2015,5699,Manual,50577,Petrol,125,54.3,1.2,0.10362760250931903
10749, Fiesta,2015,7499,Manual,30136,Petrol,30,54.3,1.2,0.13635785071370124
10750, Fiesta,2017,9999,Manual,23819,Petrol,0,65.7,1.0,0.1818165287753432
10751, Focus,2018,12199,Manual,5304,Petrol,145,60.1,1.0,0.22182016546958813
10752, B-MAX,2013,6999,Manual,24850,Petrol,30,55.4,1.0,0.12726611510137284
10753, Galaxy,2016,17750,Manual,34980,Diesel,125,56.5,2.0,0.32275661423765795
10754, Fiesta,2016,9775,Manual,34296,Petrol,0,65.7,1.0,0.1777434312210201
10755, Edge,2018,30699,Automatic,2889,Diesel,145,37.2,2.0,0.5582143831257387
10756, Focus,2017,10999,Semi-Auto,31033,Petrol,145,51.4,1.0,0.2
10757, Fiesta,2016,7999,Manual,21875,Petrol,125,54.3,1.2,0.14544958632602964
10758, Kuga,2018,17499,Manual,5669,Diesel,145,54.3,1.5,0.3181925629602691
10759, Focus,2019,15750,Manual,14195,Petrol,145,58.9,1.0,0.2863896717883444
10760, Kuga,2019,18620,Manual,11963,Petrol,145,35.3,1.5,0.3385762342031094
10761, Kuga,2019,19420,Manual,4842,Petrol,145,35.3,1.5,0.3531230111828348
10762, Kuga,2018,17775,Semi-Auto,14840,Diesel,145,58.9,1.5,0.3232112010182744
10763, Focus,2017,12620,Semi-Auto,23829,Petrol,125,51.4,1.0,0.22947540685516865
10764, Fiesta,2017,7750,Manual,48616,Diesel,0,78.5,1.5,0.1409219019910901
10765, Fiesta,2017,9995,Manual,2146,Petrol,125,54.3,1.2,0.1817437948904446
10766, Kuga,2019,20299,Manual,4629,Petrol,145,35.3,1.5,0.3691062823893081
10767, Kuga,2019,19999,Semi-Auto,13006,Diesel,145,37.7,2.0,0.3636512410219111
10768, Fiesta,2017,9799,Manual,14794,Petrol,0,65.7,1.0,0.17817983453041186
10769, Fiesta,2017,9999,Manual,14303,Petrol,145,64.2,1.1,0.1818165287753432
10770, Kuga,2018,15499,Manual,15094,Diesel,145,54.3,1.5,0.28182562051095555
10771, Kuga,2017,14999,Manual,28000,Diesel,145,64.2,1.5,0.27273388489862715
10772, Fiesta,2018,10699,Manual,12219,Petrol,145,65.7,1.0,0.19454495863260296
10773, Focus,2019,28495,Manual,4000,Petrol,145,34.5,2.3,0.5181380125465952
10774, Fiesta,2018,14995,Manual,9000,Petrol,145,58.9,1.0,0.2726611510137285
10775, Tourneo Custom,2019,29495,Manual,7000,Diesel,145,31.7,2.0,0.5363214837712519
10776, EcoSport,2018,13995,Automatic,6000,Petrol,145,48.7,1.0,0.2544776797890717
10777, Kuga,2017,20490,Automatic,9000,Diesel,145,54.3,2.0,0.3725793253932176
10778, Fiesta,2018,11995,Manual,10000,Petrol,145,58.9,1.0,0.21811073733975817
10779, C-MAX,2017,14990,Manual,8000,Diesel,145,68.9,1.5,0.27257023365760524
10780, Kuga,2017,20490,Automatic,17000,Diesel,145,54.3,2.0,0.3725793253932176
10781, Fiesta,2019,16495,Manual,2000,Petrol,145,58.9,1.0,0.2999363578507137
10782, C-MAX,2018,13995,Manual,11000,Diesel,145,68.9,1.5,0.2544776797890717
10783, EcoSport,2018,14995,Manual,2000,Petrol,145,54.3,1.0,0.2726611510137285
10784, Focus,2019,14995,Manual,1200,Petrol,145,58.9,1.0,0.2726611510137285
10785, Focus,2019,15995,Automatic,14000,Petrol,145,51.4,1.0,0.2908446222383853
10786, Focus,2019,14995,Manual,15000,Petrol,145,58.9,1.0,0.2726611510137285
10787, Focus,2018,15995,Manual,6000,Diesel,145,80.7,1.5,0.2908446222383853
10788, Focus,2019,15495,Manual,8500,Petrol,145,58.9,1.0,0.2817528866260569
10789, Focus,2019,14995,Automatic,11000,Petrol,145,50.4,1.0,0.2726611510137285
10790, Focus,2019,18490,Automatic,1890,Petrol,145,40.9,1.5,0.336212382943904
10791, Kuga,2018,17495,Manual,12000,Diesel,145,54.3,1.5,0.3181198290753705
10792, Fiesta,2017,9499,Manual,14607,Petrol,145,65.7,1.0,0.1727247931630148
10793, Kuga,2017,15999,Manual,19660,Diesel,145,60.1,2.0,0.29091735612328395
10794, S-MAX,2015,18499,Automatic,24622,Petrol,260,35.8,2.0,0.3363760341849259
10795, Focus,2018,15999,Manual,3796,Diesel,145,80.7,1.5,0.29091735612328395
10796, Focus,2016,8999,Manual,46101,Diesel,0,74.3,1.5,0.16363305755068644
10797, Fiesta,2017,10499,Manual,17221,Petrol,20,62.8,1.0,0.1909082643876716
10798, Mondeo,2015,9999,Manual,44419,Diesel,0,78.5,1.5,0.1818165287753432
10799, Kuga,2018,16999,Manual,10435,Diesel,145,54.3,1.5,0.3091008273479407
10800, Galaxy,2017,18749,Manual,35930,Diesel,125,56.5,2.0,0.3409219019910901
10801, Kuga,2018,15999,Manual,21688,Diesel,145,54.3,1.5,0.29091735612328395
10802, Fiesta,2017,8494,Manual,39078,Petrol,145,65.7,1.0,0.15445040458223475
10803, Fiesta,2015,7980,Manual,18534,Petrol,125,54.3,1.2,0.14510410037276117
10804, Focus,2019,18499,Manual,8000,Petrol,145,60.1,1.0,0.3363760341849259
10805, Focus,2015,8499,Manual,50502,Diesel,0,74.3,1.5,0.15454132193835804
10806, Focus,2016,14699,Manual,42524,Petrol,200,41.5,2.0,0.2672788435312301
10807, EcoSport,2015,8499,Manual,35000,Petrol,125,52.3,1.0,0.15454132193835804
10808, Focus,2017,11999,Manual,9844,Petrol,145,60.1,1.0,0.21818347122465678
10809, Ka+,2017,7999,Manual,14467,Petrol,30,57.7,1.2,0.14544958632602964
10810, Kuga,2019,18499,Manual,10234,Diesel,145,38.2,2.0,0.3363760341849259
10811, Focus,2015,9499,Manual,25000,Petrol,20,60.1,1.0,0.1727247931630148
10812, Fiesta,2018,10999,Manual,35880,Petrol,145,62.8,1.0,0.2
10813, Kuga,2018,19999,Automatic,13859,Petrol,145,38.2,1.5,0.3636512410219111
10814, EcoSport,2018,15999,Semi-Auto,8660,Petrol,145,45.6,1.0,0.29091735612328395
10815, EcoSport,2017,7999,Manual,49391,Petrol,145,53.3,1.0,0.14544958632602964
10816, Fiesta,2018,11899,Manual,16412,Petrol,145,65.7,1.0,0.2163651241021911
10817, Kuga,2019,19499,Manual,15956,Diesel,145,47.9,2.0,0.3545595054095827
10818, Focus,2019,16199,Manual,6321,Petrol,145,60.1,1.0,0.2945540503682153
10819, EcoSport,2018,14199,Manual,20112,Petrol,145,54.3,1.0,0.2581871079189017
10820, C-MAX,2017,11499,Manual,19394,Petrol,30,55.4,1.0,0.20909173561232838
10821, B-MAX,2018,12299,Manual,12403,Petrol,145,57.7,1.0,0.22363851259205383
10822, Fiesta,2018,8799,Manual,10911,Petrol,145,64.2,1.1,0.15999636330575506
10823, Fiesta,2018,9599,Manual,20203,Petrol,145,65.7,1.0,0.17454314028548049
10824, EcoSport,2018,13999,Manual,10579,Petrol,145,54.3,1.0,0.25455041367397035
10825, Kuga,2018,16199,Manual,14365,Diesel,145,64.2,1.5,0.2945540503682153
10826, Puma,2020,23999,Manual,1137,Petrol,145,50.4,1.0,0.43638512592053824
10827, Puma,2019,22999,Manual,883,Petrol,145,51.4,1.0,0.41820165469588144
10828, Ka+,2019,11699,Manual,2559,Petrol,145,43.5,1.2,0.21272842985725976
10829, Fiesta,2019,18299,Manual,2944,Petrol,145,40.3,1.5,0.33273933993999455
10830, Focus,2019,18699,Manual,603,Petrol,145,47.9,1.0,0.34001272842985725
10831, Fiesta,2019,15299,Manual,5303,Petrol,145,58.9,1.0,0.2781889262660242
10832, Focus,2020,24799,Manual,641,Petrol,145,50.4,1.5,0.45093190290026364
10833, Focus,2020,21499,Manual,807,Diesel,145,62.8,1.5,0.39092644785889624
10834, EcoSport,2019,13399,Manual,9168,Diesel,145,67.3,1.5,0.24364033093917628
10835, Fiesta,2018,10999,Manual,12438,Diesel,145,88.3,1.5,0.2
10836, Fiesta,2017,9699,Manual,10516,Petrol,0,65.7,1.0,0.1763614874079462
10837, Fiesta,2017,10999,Manual,14748,Petrol,145,65.7,1.0,0.2
10838, Fiesta,2018,13599,Manual,6792,Petrol,145,65.7,1.0,0.24727702518410766
10839, Kuga,2018,16999,Manual,8000,Diesel,145,60.1,2.0,0.3091008273479407
10840, Kuga,2019,20499,Manual,6997,Petrol,145,35.3,1.5,0.3727429766342395
10841, Kuga,2018,15999,Manual,16371,Diesel,145,47.9,2.0,0.29091735612328395
10842, EcoSport,2019,14999,Manual,5846,Petrol,145,53.3,1.0,0.27273388489862715
10843, Fiesta,2018,10499,Manual,30000,Petrol,145,56.5,1.0,0.1909082643876716
10844, Fiesta,2018,11499,Manual,16356,Petrol,145,56.5,1.0,0.20909173561232838
10845, Fiesta,2019,15499,Manual,7852,Petrol,145,60.1,1.0,0.28182562051095555
10846, EcoSport,2018,13999,Manual,12076,Petrol,145,51.4,1.0,0.25455041367397035
10847, Edge,2017,23299,Semi-Auto,24558,Diesel,200,47.9,2.0,0.4236566960632785
10848, B-MAX,2016,8500,Semi-Auto,34737,Petrol,160,44.1,1.6,0.1545595054095827
10849, Fiesta,2018,10799,Manual,31146,Petrol,145,65.7,1.0,0.19636330575506863
10850, Grand C-MAX,2019,14199,Manual,6375,Petrol,145,47.9,1.0,0.2581871079189017
10851, Focus,2019,14899,Manual,11322,Petrol,145,58.9,1.0,0.27091553777616145
10852, Fiesta,2018,11999,Manual,33086,Petrol,145,62.8,1.0,0.21818347122465678
10853, Galaxy,2018,19499,Manual,31504,Diesel,145,56.5,2.0,0.3545595054095827
10854, Galaxy,2017,19499,Manual,29850,Diesel,125,56.5,2.0,0.3545595054095827
10855, S-MAX,2017,16499,Manual,26410,Diesel,125,56.5,2.0,0.30000909173561235
10856, Focus,2018,12699,Manual,35221,Diesel,145,74.3,1.5,0.23091190108191653
10857, Kuga,2018,15699,Manual,14241,Diesel,145,64.2,1.5,0.2854623147558869
10858, Kuga,2018,21999,Semi-Auto,13082,Diesel,145,54.3,2.0,0.40001818347122464
10859, Fiesta,2018,11299,Manual,27567,Petrol,145,65.7,1.0,0.20545504136739703
10860, Focus,2019,17999,Manual,4432,Petrol,145,60.1,1.0,0.3272842985725975
10861, Focus,2019,17699,Manual,5443,Petrol,145,60.1,1.0,0.32182925720520045
10862, Focus,2019,16999,Manual,4933,Petrol,145,60.1,1.0,0.3091008273479407
10863, Focus,2018,16995,Automatic,10688,Diesel,145,74.3,1.5,0.3090280934630421
10864, Kuga,2019,18199,Manual,7523,Diesel,145,45.6,1.5,0.33092099281752885
10865, Fiesta,2017,12699,Manual,12614,Petrol,145,47.9,1.6,0.23091190108191653
10866, Kuga,2017,16199,Manual,18860,Diesel,145,54.3,2.0,0.2945540503682153
10867, Focus,2019,24999,Manual,9488,Petrol,145,34.5,2.3,0.45456859714519504
10868, Focus,2018,11499,Manual,22465,Petrol,145,60.1,1.0,0.20909173561232838
10869, EcoSport,2018,13999,Manual,8610,Petrol,145,54.3,1.0,0.25455041367397035
10870, EcoSport,2018,14899,Manual,10111,Petrol,145,54.3,1.0,0.27091553777616145
10871, Fiesta,2018,11399,Manual,7957,Petrol,145,65.7,1.0,0.2072733884898627
10872, Kuga,2018,13499,Manual,18838,Diesel,145,64.2,1.5,0.24545867806164196
10873, Fiesta,2018,10999,Manual,18571,Petrol,145,65.7,1.0,0.2
10874, Galaxy,2018,19999,Semi-Auto,31589,Diesel,145,52.3,2.0,0.3636512410219111
10875, S-MAX,2017,17299,Manual,31355,Diesel,145,56.5,2.0,0.31455586871533775
10876, Focus,2015,13399,Manual,23178,Petrol,200,41.5,2.0,0.24364033093917628
10877, Fiesta,2016,10199,Manual,18606,Petrol,20,62.8,1.0,0.18545322302027456
10878, Kuga,2017,16999,Manual,19739,Diesel,145,60.1,2.0,0.3091008273479407
10879, EcoSport,2018,14799,Manual,18772,Petrol,145,54.3,1.0,0.2690971906536958
10880, S-MAX,2019,25399,Manual,8457,Diesel,145,54.3,2.0,0.46184198563505774
10881, Kuga,2018,14999,Manual,35553,Diesel,145,60.1,2.0,0.27273388489862715
10882, Fiesta,2016,8999,Manual,30209,Diesel,0,78.5,1.5,0.16363305755068644
10883, Kuga,2018,15999,Manual,32362,Diesel,145,54.3,2.0,0.29091735612328395
10884, Fiesta,2018,11499,Manual,27851,Petrol,145,62.8,1.0,0.20909173561232838
10885, Fiesta,2018,11699,Manual,21581,Petrol,145,62.8,1.0,0.21272842985725976
10886, Kuga,2018,20999,Semi-Auto,20870,Diesel,145,54.3,2.0,0.38183471224656784
10887, Mondeo,2018,13999,Semi-Auto,30320,Diesel,145,45.6,2.0,0.25455041367397035
10888, Fiesta,2018,10799,Manual,28297,Petrol,145,62.8,1.0,0.19636330575506863
10889, Focus,2014,6999,Manual,41633,Petrol,30,56.5,1.0,0.12726611510137284
10890, Focus,2016,9499,Manual,44815,Petrol,20,61.4,1.0,0.1727247931630148
10891, Kuga,2018,15999,Semi-Auto,33343,Diesel,145,54.3,2.0,0.29091735612328395
10892, C-MAX,2017,11699,Manual,14858,Petrol,30,55.4,1.0,0.21272842985725976
10893, Ka+,2018,8500,Manual,5819,Petrol,145,57.7,1.2,0.1545595054095827
10894, Kuga,2019,18299,Manual,9708,Diesel,145,54.3,1.5,0.33273933993999455
10895, Focus,2018,20299,Manual,6987,Petrol,145,41.5,2.0,0.3691062823893081
10896, Kuga,2018,19299,Manual,8100,Diesel,145,47.9,2.0,0.35092281116465135
10897, Kuga,2017,17000,Manual,15962,Diesel,30,54.3,2.0,0.3091190108191654
10898, C-MAX,2014,7199,Manual,46873,Diesel,30,61.4,1.6,0.13090280934630422
10899, Fiesta,2017,10500,Manual,3347,Petrol,0,65.7,1.0,0.19092644785889626
10900, Ka+,2019,9500,Manual,6298,Petrol,145,48.7,1.2,0.1727429766342395
10901, Mustang,2020,42999,Manual,10,Petrol,145,23.7,5.0,0.7818710791890172
